x.number,func1.number,func2.number,func3.number
6818,503,953,513
6819,491,640,182
6820,176,152,176
6821,979,218,940
6822,139,172,873
6823,595,264,350
6824,118,768,180
6825,830,129,615
6826,420,156,118
6827,484,848,273
6828,538,121,328
6829,349,994,223
6830,373,377,392
6831,155,705,264
6832,727,828,904
6833,504,24,562
6834,198,899,110
6835,803,260,156
6836,502,195,310
6837,917,189,652
6838,782,954,906
6839,517,350,526
6840,771,121,501
6841,522,713,84
6842,805,135,536
6843,99,21,749
6844,558,945,184
6845,22,457,19
6846,816,892,246
6847,422,659,696
6848,627,282,102
6849,880,29,701
6850,415,335,113
6851,549,253,25
6852,532,284,950
6853,738,689,643
6854,491,767,877
6855,197,242,800
6856,861,990,842
6857,32,744,34
6858,169,939,547
6859,145,458,379
6860,394,776,428
6861,509,495,526
6862,849,766,287
6863,278,580,870
6864,739,140,610
6865,390,904,44
6866,877,486,470
6867,5,622,131
6868,56,663,73
6869,762,747,973
6870,557,526,67
6871,801,396,545
6872,987,568,207
6873,865,767,301
6874,233,881,748
6875,759,783,168
6876,366,311,62
6877,853,989,5
6878,436,583,906
6879,900,265,674
6880,181,547,105
6881,270,937,293
6882,15,568,403
6883,324,482,628
6884,766,572,112
6885,741,224,603
6886,829,612,646
6887,495,378,224
6888,106,973,173
6889,861,304,740
6890,17,964,314
6891,672,862,203
6892,57,935,738
6893,848,548,251
6894,141,714,490
6895,570,53,573
6896,925,840,187
6897,122,872,761
6898,384,744,488
6899,668,206,991
6900,501,738,632
6901,39,257,201
6902,1,619,191
6903,693,789,969
6904,942,111,152
6905,808,830,629
6906,669,228,550
6907,947,566,362
6908,386,500,432
6909,543,983,141
6910,367,530,966
6911,398,325,684
6912,878,386,868
6913,944,241,341
6914,232,667,952
6915,409,232,658
6916,700,277,464
6917,582,516,306
6918,360,583,90
6919,24,475,371
6920,368,480,787
6921,558,843,570
6922,996,328,506
6923,347,474,845
6924,909,952,998
6925,32,318,159
6926,921,844,27
6927,824,785,298
6928,258,88,170
6929,769,712,899
6930,636,831,70
6931,821,290,844
6932,477,403,82
6933,49,762,648
6934,508,529,940
6935,967,592,546
6936,813,678,46
6937,492,130,359
6938,943,886,311
6939,338,150,122
6940,203,341,685
6941,690,769,159
6942,240,152,889
6943,253,663,936
6944,683,39,533
6945,965,717,339
6946,936,650,620
6947,554,665,40
6948,421,906,707
6949,538,612,866
6950,338,41,287
6951,759,297,266
6952,862,423,546
6953,814,678,682
6954,125,551,245
6955,324,262,722
6956,867,908,55
6957,572,987,580
6958,926,590,55
6959,242,161,778
6960,750,656,620
6961,287,172,666
6962,394,683,431
6963,241,313,436
6964,842,212,882
6965,744,291,554
6966,258,886,863
6967,10,342,948
6968,103,914,450
6969,423,574,984
6970,170,283,966
6971,714,906,688
6972,225,588,902
6973,428,959,913
6974,826,142,507
6975,288,734,917
6976,682,356,936
6977,14,106,211
6978,510,402,115
6979,774,363,741
6980,779,504,212
6981,675,170,168
6982,307,723,776
6983,127,564,235
6984,645,681,516
6985,11,968,374
6986,526,466,462
6987,189,556,223
6988,617,848,766
6989,710,213,213
6990,660,133,9
6991,884,778,701
6992,113,875,200
6993,578,345,842
6994,440,272,181
6995,900,318,422
6996,668,229,148
6997,786,539,888
6998,736,465,378
6999,879,749,526
7000,315,61,894
7001,17,663,24
7002,268,411,122
7003,422,700,980
7004,687,130,946
7005,215,562,150
7006,104,260,964
7007,713,230,384
7008,405,574,322
7009,19,611,216
7010,453,747,767
7011,263,865,444
7012,70,320,34
7013,180,83,571
7014,694,502,897
7015,139,770,993
7016,714,384,12
7017,664,874,936
7018,610,900,677
7019,727,560,656
7020,893,866,556
7021,213,505,800
7022,266,147,999
7023,916,248,133
7024,873,720,501
7025,524,748,778
7026,829,907,845
7027,622,859,448
7028,703,23,516
7029,677,999,78
7030,674,488,888
7031,945,520,526
7032,554,454,184
7033,65,656,406
7034,731,635,361
7035,646,744,804
7036,665,337,785
7037,673,336,103
7038,511,657,969
7039,846,352,302
7040,52,954,739
7041,172,446,509
7042,403,635,634
7043,390,188,471
7044,493,590,18
7045,287,420,320
7046,237,834,204
7047,578,853,607
7048,668,917,292
7049,60,698,6
7050,938,924,605
7051,434,263,133
7052,790,60,944
7053,198,205,800
7054,606,974,172
7055,573,778,263
7056,732,892,237
7057,844,10,120
7058,496,683,971
7059,116,153,105
7060,393,177,196
7061,929,905,21
7062,609,710,71
7063,407,294,125
7064,284,904,905
7065,528,653,228
7066,150,157,134
7067,303,426,362
7068,699,838,410
7069,247,399,896
7070,253,916,6
7071,381,258,878
7072,924,803,573
7073,711,454,698
7074,460,169,69
7075,346,929,559
7076,238,618,903
7077,460,869,647
7078,322,831,11
7079,634,873,11
7080,260,380,391
7081,171,126,285
7082,510,991,29
7083,914,338,896
7084,126,118,281
7085,27,794,204
7086,98,599,619
7087,541,347,754
7088,61,775,322
7089,576,528,335
7090,10,306,983
7091,497,611,299
7092,964,686,903
7093,494,812,215
7094,14,330,228
7095,4,99,794
7096,268,354,636
7097,29,446,239
7098,901,4,654
7099,699,246,462
7100,588,117,921
7101,770,57,592
7102,868,919,603
7103,930,560,260
7104,798,837,65
7105,577,649,248
7106,768,821,203
7107,896,69,122
7108,36,553,16
7109,481,976,149
7110,566,761,869
7111,974,427,155
7112,409,240,328
7113,842,626,265
7114,751,341,119
7115,319,536,932
7116,743,535,53
7117,452,49,828
7118,506,656,304
7119,719,567,402
7120,692,568,961
7121,911,817,366
7122,168,239,680
7123,963,231,747
7124,595,989,302
7125,84,87,197
7126,343,675,282
7127,268,353,721
7128,861,286,125
7129,841,298,654
7130,478,696,881
7131,628,412,312
7132,839,432,295
7133,401,691,146
7134,693,586,552
7135,913,928,322
7136,543,262,730
7137,312,648,19
7138,886,888,537
7139,849,54,667
7140,180,475,872
7141,995,312,85
7142,724,713,940
7143,204,237,727
7144,791,989,336
7145,712,920,237
7146,6,522,702
7147,351,810,842
7148,464,229,860
7149,710,373,134
7150,632,457,353
7151,26,341,935
7152,835,143,105
7153,643,856,806
7154,629,807,266
7155,275,155,655
7156,278,138,999
7157,250,367,533
7158,84,1,48
7159,281,300,249
7160,762,106,90
7161,840,676,509
7162,115,252,979
7163,739,200,360
7164,246,931,436
7165,333,820,122
7166,408,769,654
7167,711,87,373
7168,398,891,552
7169,688,317,861
7170,49,493,696
7171,898,750,545
7172,425,786,339
7173,303,685,487
7174,492,599,706
7175,282,5,105
7176,531,708,537
7177,72,751,23
7178,674,79,194
7179,143,535,782
7180,232,724,119
7181,822,60,502
7182,637,272,76
7183,305,812,154
7184,831,44,319
7185,502,834,513
7186,962,321,940
7187,349,705,484
7188,992,326,709
7189,102,750,767
7190,383,247,90
7191,919,420,416
7192,710,340,869
7193,155,412,785
7194,195,31,669
7195,525,802,685
7196,837,415,503
7197,844,941,27
7198,7,819,186
7199,465,907,982
7200,768,120,17
7201,571,623,428
7202,494,496,194
7203,319,99,243
7204,788,19,397
7205,935,516,81
7206,341,191,546
7207,391,451,304
7208,489,318,335
7209,409,657,908
7210,823,131,403
7211,178,357,933
7212,233,740,963
7213,901,236,756
7214,940,31,510
7215,989,520,610
7216,403,167,590
7217,863,597,388
7218,262,945,249
7219,645,719,886
7220,680,738,417
7221,66,481,933
7222,256,652,434
7223,56,320,660
7224,348,175,649
7225,578,987,469
7226,12,431,365
7227,683,589,453
7228,555,309,9
7229,348,995,675
7230,92,763,1000
7231,972,194,706
7232,916,560,99
7233,171,135,339
7234,184,26,984
7235,888,282,32
7236,43,870,276
7237,904,565,730
7238,322,80,145
7239,21,142,840
7240,310,21,910
7241,677,297,613
7242,840,688,631
7243,570,107,745
7244,40,780,248
7245,397,979,993
7246,979,258,90
7247,766,623,890
7248,730,102,587
7249,835,245,121
7250,715,969,489
7251,890,823,745
7252,88,618,465
7253,475,370,39
7254,616,837,443
7255,273,811,698
7256,260,162,536
7257,196,934,803
7258,938,798,898
7259,643,170,444
7260,773,861,906
7261,291,894,3
7262,972,977,702
7263,375,467,804
7264,625,1000,361
7265,574,90,43
7266,385,866,232
7267,481,415,834
7268,822,678,485
7269,939,714,693
7270,799,10,717
7271,850,201,999
7272,822,397,505
7273,536,510,899
7274,994,976,883
7275,684,994,1000
7276,849,957,442
7277,806,614,94
7278,233,221,83
7279,581,977,999
7280,308,982,510
7281,382,907,43
7282,152,863,897
7283,610,457,719
7284,500,688,730
7285,431,368,777
7286,261,205,246
7287,789,387,463
7288,383,634,392
7289,99,910,278
7290,781,740,262
7291,699,54,961
7292,141,717,736
7293,937,973,387
7294,679,533,657
7295,838,382,903
7296,956,176,754
7297,16,483,980
7298,48,35,273
7299,716,302,368
7300,231,569,994
7301,341,841,14
7302,408,665,322
7303,943,321,980
7304,776,991,314
7305,565,553,864
7306,885,219,845
7307,69,299,330
7308,43,703,290
7309,110,253,291
7310,79,202,6
7311,131,464,575
7312,443,239,570
7313,824,539,927
7314,497,434,850
7315,260,474,691
7316,919,62,179
7317,576,746,368
7318,384,834,196
7319,151,664,400
7320,312,967,595
7321,698,892,153
7322,799,533,392
7323,38,419,369
7324,506,310,7
7325,649,360,168
7326,696,614,254
7327,161,97,385
7328,922,270,72
7329,608,404,210
7330,195,672,62
7331,244,912,406
7332,234,863,97
7333,816,806,514
7334,134,705,731
7335,694,438,871
7336,251,244,578
7337,291,214,263
7338,763,286,181
7339,856,352,214
7340,907,417,287
7341,233,918,835
7342,855,836,869
7343,262,395,188
7344,480,854,158
7345,946,245,80
7346,475,238,706
7347,565,652,227
7348,272,487,949
7349,45,465,332
7350,619,623,845
7351,477,295,28
7352,14,801,775
7353,721,281,145
7354,939,949,146
7355,984,114,200
7356,339,651,378
7357,836,369,719
7358,457,7,451
7359,844,90,499
7360,851,149,414
7361,987,615,587
7362,696,592,556
7363,29,331,337
7364,302,647,780
7365,787,540,553
7366,504,451,364
7367,941,942,861
7368,915,967,246
7369,968,804,28
7370,2,871,667
7371,595,794,572
7372,348,99,189
7373,76,349,929
7374,711,169,531
7375,787,488,853
7376,931,34,332
7377,488,847,801
7378,442,204,509
7379,391,267,845
7380,125,106,788
7381,43,863,328
7382,869,329,446
7383,532,351,702
7384,883,684,793
7385,410,773,474
7386,765,680,353
7387,420,379,890
7388,352,545,654
7389,330,932,534
7390,338,116,873
7391,865,894,573
7392,432,354,398
7393,687,369,607
7394,110,568,387
7395,328,489,359
7396,372,474,364
7397,327,697,373
7398,858,173,494
7399,426,593,298
7400,327,471,582
7401,789,47,356
7402,607,148,896
7403,136,507,531
7404,184,209,243
7405,408,450,447
7406,958,741,298
7407,591,457,111
7408,269,110,34
7409,43,197,984
7410,692,94,564
7411,589,521,440
7412,879,927,446
7413,396,974,298
7414,725,648,105
7415,10,185,148
7416,460,268,550
7417,304,980,881
7418,738,315,132
7419,119,888,514
7420,439,456,691
7421,93,894,763
7422,917,485,728
7423,421,409,520
7424,120,707,641
7425,925,512,964
7426,391,767,192
7427,310,243,530
7428,746,7,593
7429,611,500,12
7430,745,495,124
7431,600,530,522
7432,165,848,252
7433,777,84,893
7434,777,228,985
7435,731,600,32
7436,35,913,517
7437,13,338,135
7438,522,680,62
7439,222,271,118
7440,366,653,592
7441,833,807,240
7442,61,991,763
7443,80,798,579
7444,564,976,823
7445,877,632,281
7446,614,803,671
7447,561,988,614
7448,379,664,889
7449,31,516,248
7450,552,780,421
7451,623,980,741
7452,557,186,522
7453,308,833,943
7454,394,486,1
7455,658,605,116
7456,203,63,961
7457,129,730,31
7458,443,941,819
7459,969,294,12
7460,875,613,97
7461,709,954,903
7462,915,184,741
7463,822,771,825
7464,992,707,93
7465,122,499,274
7466,718,753,142
7467,19,106,515
7468,528,601,86
7469,807,659,116
7470,990,799,129
7471,479,130,203
7472,505,507,777
7473,628,789,773
7474,706,208,430
7475,586,225,552
7476,23,326,351
7477,512,336,739
7478,851,951,131
7479,833,600,762
7480,23,428,57
7481,224,263,74
7482,237,181,369
7483,941,267,13
7484,382,71,258
7485,897,590,834
7486,96,664,924
7487,130,417,500
7488,491,609,521
7489,850,730,47
7490,122,15,193
7491,200,316,57
7492,319,556,384
7493,618,98,378
7494,181,753,47
7495,396,609,646
7496,590,614,787
7497,179,363,628
7498,831,818,364
7499,43,257,205
7500,565,623,77
7501,860,370,847
7502,446,609,380
7503,770,315,31
7504,481,230,567
7505,433,698,522
7506,337,431,122
7507,532,781,911
7508,643,869,540
7509,374,705,47
7510,229,28,701
7511,253,720,777
7512,918,174,616
7513,827,43,533
7514,117,405,417
7515,428,4,26
7516,276,477,256
7517,583,811,873
7518,230,482,202
7519,822,200,588
7520,51,616,714
7521,380,386,877
7522,618,409,229
7523,341,16,274
7524,419,515,968
7525,872,24,513
7526,940,870,205
7527,255,418,28
7528,57,769,97
7529,176,339,829
7530,646,913,118
7531,489,721,808
7532,242,708,543
7533,216,679,55
7534,569,609,6
7535,122,555,566
7536,85,840,774
7537,667,132,995
7538,697,393,382
7539,198,155,977
7540,948,258,497
7541,771,675,893
7542,984,541,990
7543,440,62,492
7544,326,563,732
7545,766,793,250
7546,547,378,426
7547,932,636,997
7548,531,769,586
7549,106,196,863
7550,34,379,558
7551,745,437,482
7552,638,991,820
7553,76,410,397
7554,602,826,963
7555,985,804,50
7556,421,964,747
7557,894,884,518
7558,443,729,710
7559,126,561,598
7560,218,142,27
7561,843,239,200
7562,996,545,727
7563,82,676,751
7564,473,199,225
7565,671,457,83
7566,226,160,365
7567,867,68,954
7568,388,42,229
7569,149,801,761
7570,196,637,381
7571,994,534,526
7572,120,221,301
7573,3,786,863
7574,748,433,251
7575,693,42,929
7576,157,382,560
7577,572,129,53
7578,480,336,580
7579,934,751,699
7580,699,487,969
7581,93,423,128
7582,685,380,322
7583,370,42,613
7584,141,686,703
7585,653,565,350
7586,322,728,991
7587,800,551,241
7588,432,949,960
7589,115,336,109
7590,914,328,553
7591,784,422,33
7592,141,8,420
7593,214,664,590
7594,201,3,702
7595,754,413,863
7596,591,205,301
7597,606,151,943
7598,77,523,207
7599,377,491,342
7600,69,439,117
7601,512,78,971
7602,954,328,478
7603,471,75,652
7604,527,629,664
7605,902,94,981
7606,156,581,93
7607,750,483,226
7608,979,597,924
7609,378,498,615
7610,232,509,430
7611,137,34,133
7612,743,589,955
7613,519,565,476
7614,856,89,106
7615,890,398,482
7616,822,696,802
7617,75,785,225
7618,192,925,678
7619,280,912,616
7620,401,346,29
7621,645,873,411
7622,114,709,728
7623,901,967,986
7624,673,623,275
7625,283,852,875
7626,27,451,175
7627,719,518,707
7628,968,845,715
7629,705,575,946
7630,991,938,824
7631,697,56,928
7632,483,785,549
7633,590,581,818
7634,343,635,469
7635,345,490,621
7636,78,239,676
7637,810,386,84
7638,296,771,631
7639,450,299,661
7640,171,262,481
7641,960,148,676
7642,30,602,479
7643,187,283,204
7644,431,429,475
7645,428,935,886
7646,373,150,240
7647,588,908,842
7648,688,82,262
7649,324,936,665
7650,973,593,260
7651,364,648,541
7652,454,62,150
7653,860,982,271
7654,856,355,923
7655,226,836,504
7656,400,995,926
7657,780,432,176
7658,809,7,496
7659,733,260,267
7660,654,472,234
7661,175,258,866
7662,335,52,504
7663,865,235,404
7664,763,163,100
7665,564,971,488
7666,81,292,818
7667,849,240,28
7668,485,278,987
7669,399,509,582
7670,660,229,153
7671,447,644,966
7672,196,162,808
7673,85,204,826
7674,378,85,736
7675,728,146,146
7676,426,813,21
7677,615,247,757
7678,980,974,452
7679,297,771,753
7680,558,807,103
7681,34,431,495
7682,222,25,880
7683,514,99,839
7684,909,575,932
7685,792,95,25
7686,151,443,438
7687,114,110,61
7688,348,511,885
7689,627,33,955
7690,774,70,563
7691,963,512,155
7692,552,588,682
7693,713,120,971
7694,560,969,364
7695,781,177,299
7696,46,826,796
7697,633,293,696
7698,200,713,667
7699,699,601,764
7700,413,487,836
7701,927,378,882
7702,923,928,302
7703,882,749,963
7704,627,28,365
7705,811,600,443
7706,275,960,540
7707,656,995,855
7708,178,971,5
7709,529,815,996
7710,687,442,556
7711,172,16,134
7712,43,834,822
7713,442,648,436
7714,280,715,946
7715,855,773,830
7716,667,406,875
7717,638,813,978
7718,97,673,22
7719,648,579,129
7720,253,146,378
7721,626,501,388
7722,856,450,831
7723,164,580,110
7724,947,537,216
7725,446,462,268
7726,84,29,469
7727,769,649,564
7728,995,760,755
7729,327,482,717
7730,73,1,603
7731,140,775,136
7732,405,90,92
7733,801,198,981
7734,379,402,607
7735,903,387,64
7736,566,284,475
7737,154,241,197
7738,331,227,575
7739,231,990,738
7740,857,730,897
7741,567,510,927
7742,513,848,678
7743,783,151,375
7744,812,237,59
7745,300,955,481
7746,579,330,449
7747,170,6,858
7748,560,718,14
7749,912,299,514
7750,847,11,759
7751,484,407,490
7752,480,519,849
7753,24,200,909
7754,462,653,649
7755,541,372,443
7756,562,45,110
7757,47,545,479
7758,735,955,498
7759,355,133,432
7760,782,463,293
7761,859,586,233
7762,41,702,101
7763,899,818,29
7764,408,266,37
7765,454,349,403
7766,470,238,201
7767,506,591,12
7768,633,27,180
7769,320,276,179
7770,803,838,175
7771,263,176,99
7772,329,474,116
7773,756,678,620
7774,291,10,775
7775,725,5,374
7776,495,520,112
7777,270,883,511
7778,422,109,532
7779,627,14,890
7780,902,147,984
7781,570,468,208
7782,418,569,995
7783,488,344,802
7784,348,820,648
7785,317,988,972
7786,567,817,136
7787,860,160,208
7788,414,902,502
7789,180,39,539
7790,156,371,564
7791,276,200,525
7792,847,373,453
7793,446,917,416
7794,299,351,319
7795,892,217,906
7796,842,702,948
7797,770,956,312
7798,686,732,101
7799,41,909,420
7800,766,691,878
7801,431,658,679
7802,14,568,713
7803,531,583,29
7804,396,872,326
7805,197,689,106
7806,819,606,214
7807,870,597,683
7808,821,341,231
7809,396,262,413
